Sports Champions;Smashmuck Champions
None;BRINK
Call of Juarez: The Cartel;Call of Juarez The Cartel
The Saboteur;The Swapper
Sakura Wars GB;Lambda Wars Beta
None;The Vanishing of Ethan Carter Redux
None;SiN
Deer Hunter;Card Hunter
None;Narcissu 1st & 2nd
None;One Manga Day
Fritz Chess;Simply Chess
Without Warning;Without Within
Ape Escape;Escape
None;Myst Masterpiece Edition
Risen;Riven
None;resident evil 4 / biohazard 4
None;100% Orange Juice
Zombie Army Trilogy;Zombie Army Trilogy
Resident Evil: Revelations 2;Resident Evil Revelations / Biohazard Revelations
WWE Survivor Series;Infestation Survivor Stories
Homeworld;Hurtworld
None;Survival Postapocalypse Now
None;NEO Scavenger
Metal Gear Solid Integral;Metal Gear Solid Legacy
None;Passing Pineview Forest
Victory Zone;Victoria II
Clash of the Titans;Hegemony III Clash of the Ancients
Commander: Conquest of the Americas;Commander Conquest of the Americas
Dungeon Explorer: Warriors of Ancient Arts;Hegemony Gold Wars of Ancient Greece
Europa Universalis III Complete;Europa Universalis Rome - Gold Edition
None;Uncharted Waters Online Gran Atlas
Codename: Panzers Cold War;Codename Panzers - Cold War
None;METAL SLUG DEFENSE
None;Tropico 3 Absolute Power
Return Fire;Restaurant Empire II
None;M.U.D. TV
Airline Tycoon 2;Airline Tycoon 2
Cities XL 2012;Cities XL 2012
None;Shadow Warrior Classic (1997)
Remember Me;Remember Me
Quake II;Quake II
None;Estranged Act I
Quake II;Quake III Arena
Tomb Raider II;Tomb Raider II
Dead Space;Pixel Space
X-Blades;X-Blades
None;Eurofighter Typhoon
None;Overcast - Walden and the Werewolf
Sacred Gold;Sacred Gold
Call of Duty 2;Call of Duty 2
None;Controller Companion
Oddworld: Stranger's Wrath;Oddworld Stranger's Wrath HD
Class of Heroes;Curse of Mermos
F1 2013;F1 2013
None;Depth
None;Squishy the Suicidal Pig
None;Hamlet or the last game without MMORPG features, shaders and product placement
ZooCube;GooCubelets
Battle Stations;Battle Nations
Mountain King;Mountain
None;Gomo
Devil May Cry 4;Devil May Cry 4
Sega GT Online;Fiesta Online
None;LYNE
Air Combat;Arctic Combat
None;Hell Yeah!
Binary Domain;Binary Domain
The Adventures of Darwin;The Incredible Adventures of Van Helsing
RollerCoaster Tycoon 2: Triple Thrill Pack;RollerCoaster Tycoon 2 Triple Thrill Pack
Until Dawn;Grim Dawn
NBA 2K14;NBA 2K14
Eternal Sonata;Eternal Fate
None;The Forgotten Ones
Worldwide Soccer Manager 2006;Soccer Manager 2016
Disney Infinity 3.0;Disney Infinity 2.0
None;Pirates, Vikings, & Knights II
None;Subnautica
None;Starbound - Unstable
None;Citadels
None;Final Hours of Titanfall
Stronghold Crusader Extreme;Stronghold Crusader Extreme HD
None;Seduce Me the Otome
None;Emily is Away
Lost Planet 3;Lost Planet 3
Black Cat;Black Mesa
None;EVGA PrecisionX 16
Trials Fusion;DisplayFusion
None;WORLD END ECONOMiCA episode.01
The Witcher: Enhanced Edition;Icewind Dale Enhanced Edition
The Settlers 7: Paths to a Kingdom;The Settlers 7 Paths to a Kingdom - Gold Edition
Boxing Fever;Train Fever
Toriko: Ultimate Survival;Empyrion - Galactic Survival
Mafia;Maia
Battlestations: Pacific;Battlestations Pacific
Medieval Games;Medieval Engineers
Thief (2014);Thief 2
X-Men: Destiny;X-Tension
Cave Story 3D;Castle Story
Theme Park;The Plan
Assetto Corsa;Assetto Corsa
Ryse: Son of Rome;Ryse Son of Rome
Resident Evil 5 HD;Resident Evil / biohazard HD REMASTER
Cossacks: European Wars;Cossacks Art of War
Rocksmith;Rocksmith
Primal Rage;Primal Carnage
Quantum Redshift;Quantum Rush Online
None;Darkwind War on Wheels
Cities in Motion;Cities in Motion
Farming Simulator 2014;Car Mechanic Simulator 2014
None;Darkest Hour A Hearts of Iron Game
4 Elements;Element4l
NASCAR Heat Evolution;ACE - Arena Cyber Evolution
The Cursed Crusade;The Cursed Crusade
Blades of Time;Bloody Good Time
None;D.I.P.R.I.P. Warm Up
Watchmen: The End is Nigh Part 1 & 2;Watchmen The End Is Nigh Part 2
None;iBomber Defense Pacific
Dead or Alive;Dead Horde
Stronghold Crusader Extreme;Stronghold Crusader 2
Halo 2;Galcon 2
Rock of the Dead;Warlock 2 the Exiled
Alexi Lalas International Soccer;Renowned Explorers International Society
Planet Monsters;Always Sometimes Monsters
None;Redshirt
Record of Agarest War Zero;Agarest Zero
None;Zafehouse Diaries
None;Vertical Drop Heroes HD
None;Door Kickers
Tail of the Sun;Skulls of the Shogun
Robotica;Cosmonautica
None;Mabinogi
Shattered Union;Shattered Planet
None;Unholy Heights
Reversal Challenge;Reverse Crawl
Resident Evil Director's Cut;Q.U.B.E Director's Cut
Puzzle City;Puzzle Pirates
None;Frozen Synapse Prime
None;Knock-knock
Puzzle Quest 2;Nimble Quest
None;Sleeping Dogs Definitive Edition
Ride;RaiderZ
Scribblenauts: Unlimited;Scribblenauts Unmasked
Alone in the Dark;Alone in the Dark
None;Savant - Ascent
None;Town of Salem
Rock of the Dead;Voices from the Sea
None;Viscera Cleanup Detail Santa's Rampage
Neon Genesis Evangelion;Genesis Online
Devil May Cry 3: Dante's Awakening Special Edition;Devil May Cry 3 Special Edition
R.U.S.E.;A.R.E.S.
Lost Planet 2;Lost Planet 2
None;You Have to Win the Game
None;GestureWorks Gameplay
None;Boring Man - Online Tactical Stickman Combat
None;NEOTOKYO
None;Jigoku Kisetsukan Sense of the Seasons
Legend: Hand of God;Ascend Hand of Kul
Spore Hero Arena;Solstice Arena
Dark Arena;Aerena
None;Face of Mankind
Dishonored;Dethroned!
Dungeon Raiders;Dungeon Party
Spore Galactic Adventures;Spore Galactic Adventures
Metal Gear Solid;Metal Reaper Online
Golden Sun;Golden Rush
Block Party;Block N Load
Alone in the Dark;A Walk in the Dark
Secret of Mana;Secrets of Grindea
Happy Feet;Hard Reset
None;Nexuiz
None;Dogfight 1942
None;Who's That Flying?!
Death Trap;DeathSpank
Warhammer Online: Age of Reckoning;Warhammer Online Age of Reckoning
Tom Clancy's Ghost Recon: Future Soldier;Tom Clancy's Ghost Recon Future Soldier
None;Audiosurf 2
None;Dizzel
Grey's Anatomy: The Video Game;Grey's Anatomy The Video Game
Rhythm Heaven;Rhythm Zone
Transformers: Fall of Cybertron;Transformers War for Cybertron
Return Fire;Run and Fire
None;Get Off My Lawn!
MotoGP 14;MotoGP14
Worms: Battle Islands;Battle Islands
Dark Arena;TDP5 Arena 3D
Glover;Walkover
Dragon's Crown;Dragon's Prophet
Love Plus;Hate Plus
Infected;Influent
None;Analogue A Hate Story
uDraw Studio;ArtRage Studio Pro
Catherine;Ether One
My Boyfriend;Hatoful Boyfriend
Bound By Flame;Bound By Flame
None;Grey Goo
Gradius;Godus
Mind Zero;Cinders
None;Dysfunctional Systems Learning to Manage Chaos
Prince of Persia;Prince of Persia
Killer is Dead;Killer is Dead
Child of Eden;Lili Child of Geos
None;Super Monday Night Combat
X3: Terran Conflict;Metro Conflict
None;NotGTAV
NBA 2K9;NBA 2K9
Baldur's Gate: Dark Alliance II;Baldur's Gate II Enhanced Edition
Victory Zone;Victor Vran
Might & Magic X: Legacy;Might & Magic X - Legacy 
None;Defender's Quest Valley of the Forgotten
None;EverQuest Free-to-Play
The Weakest Link;The Dead Linger
Minecraft;Miscreated
Blackwater;Blockscape
None;HIS (Heroes In the Sky)
Chicago Enforcer;X-COM Enforcer
None;Plug & Play
Dual Hearts;Rusty Hearts
Tropico 3: Gold Edition;Gothic II Gold Edition
Shifters;Shelter
None;Fingered
None;Insaniquarium! Deluxe
Super Monkey Ball Adventure;Super Amazing Wagon Adventure
The Con;To the Moon
World of Zoo;World of Zoo
Pony Friends;Mount Your Friends
A Vampyre Story;A Bird Story
None;Lume
Tecmo Super Bowl;Electronic Super Joy
None;Blood of the Werewolf
Finding Nemo;Finding Teddy
Love Plus;Love
None;Coil
None;Papo & Yo
The Munchables;Eets Munchies
Batman: A Telltale Game Series;Minecraft Story Mode - A Telltale Games Series
Guild Wars;Wild Warfare
Mass Destruction;Metaverse Construction Kit
None;LISA
None;Half Minute Hero Super Mega Neo Climax Ultimate Boy
Borderlands;Roguelands
Hitman: Blood Money;Hitman Blood Money
None;TOME Immortal Arena
Speed Kings;Mercenary Kings
Chrono Trigger;Iron Brigade
Karate;Krater
Catherine;CastleMiner Z
None;Viscera Cleanup Detail
Monster Force;Construct 2 Free
Chaotic: Shadow Warriors;Viscera Cleanup Detail Shadow Warrior
Igor: The Game;Dragon The Game
None;Draw a Stickman EPIC
None;On the Rain-Slick Precipice of Darkness, Episode One
Unreal Anthology;Unreal Gold
Disney Infinity;Divine Divinity
Star Fox;Solar Flux
Descent;Descent
Renegade Racers;Renegade Ops
Sonic CD;Sonic CD
uDraw Studio;Ohm Studio
None;Expeditions Conquistador
None;METAL SLUG X
None;60 Seconds!
None;Uncrowded
None;FUEL
Tom Clancy's Splinter Cell;Tom Clancy's Splinter Cell
Universe at War: Earth Assault;Universe at War Earth Assault
Alien Monster Bowling League;Alien Shooter Vengeance
Kingdom Hearts;Kingdom Wars
None;Fortune Summoners Secret of the Elemental Stone
Frantix;Fortix
None;Multiwinia
Chameleon;Chantelise
None;Impire
Sid Meier's Pirates!;Sid Meier's Ace Patrol Pacific Skies
Take On Helicopters;Take On Helicopters
None;Helicopter Simulator 2014 Search and Rescue
None;ACE COMBAT ASSAULT HORIZON Enhanced Edition
Euro Truck Simulator 2;Towtruck Simulator 2015
Farming Simulator 2013;Farming Simulator 2013 - Modding Tutorials
Crime Life: Gang Wars;CrimeCraft GangWars
Lost Kingdoms II;Kingdoms CCG
Dark Arena;Epic Arena
Oddworld: Munch's Oddysee;Oddworld Munch's Oddysee
Railroad Tycoon 3;Railroad Tycoon 3
Deus Ex: Invisible War;Deus Ex Invisible War
DarkStar One;DarkStar One
Doom II: Hell on Earth;DOOM II Hell on Earth
Myst;Myst V
Myst;realMyst
Cosmic Family;Cosmic Osmo
Rayman Origins;Rayman Origins
ReCore;DeadCore
Downforce;Dustforce
None;Penny Arcade's On the Rain-Slick Precipice of Darkness 3
None;Darksiders II Deathinitive Edition
None;Giana Sisters Twisted Dreams
None;DOOM 3
Order of War;Order of War
None;Blood One Unit Whole Blood
Kung Fu;Kung Fury
None;how do you Do It?
Cabela's Big Game Hunter: Pro Hunts;Cabela's Big Game Hunter Pro Hunts
Vampire Knight DS;Rampage Knights
Katamari Forever;Captain Forever Remix
None;Sheltered
Lost Kingdoms;Kingdom
Quantum Break;I am Bread
Heroes of Ruin;Heroes of Scene
Darksiders;Warside
None;Beast Boxing Turbo
Beastly;Batla
None;Immune
None;Gladiators Online Death Before Dishonor
Dragon Quest X;Depression Quest
Stormrise;StarDrive
None;LIGHTNING RETURNS FINAL FANTASY XIII
7 Wonders of the Ancient World;Eador. Masters of the Broken World
Palais de Reine;Satellite Reign
None;Axiom Verge
Rogue Galaxy;Nom Nom Galaxy
Hometown Story;Her Story
None;Finn and Jake's Epic Quest
Sword of the Samurai;Sword of the Stars The Pit
Magic Carpet;The Magic Circle
Wand of Fortune;Hand Of Fate
War for the Overworld;War for the Overworld
Forever Kingdom;Sorcerer King
Coraline;Cradle
None;MASSIVE CHALICE
The Last Airbender;The Last Federation
Toy Soldiers: War Chest;Toy Soldiers War Chest
Ys: The Oath in Felghana;Ys The Oath in Felghana
None;Halfway
Sing Party;Big Pharma
None;Gods Will Be Watching
Deus Ex: Human Revolution;Deus Ex Human Revolution - The Missing Link
PixelJunk Monsters Deluxe;PixelJunk Shooter
Indigo Prophecy;Salvation Prophecy
None;VoidExpanse
Monsters, Inc.;Invisible, Inc.
None;Nihilumbra
Dance on Broadway;Cannon Brawl
None;Spacebase DF-9
Bomberman World;Meridian New World
Nuclear Strike;Nuclear Throne
None;Kung Fu Strike The Warrior's Rise
Survivor;Sol Survivor
None;Volgarr the Viking
Berzerk;Betrayer
None;Mushroom 11
The X Files;The Fall
The Legend of Dragoon;Legend of Dungeon
None;RONIN
Call of Juarez: Bound in Blood;Call of Juarez Bound in Blood
Sing4: The Hits Edition;Out There  Edition
None;Unstoppable Gorg
The Sims 2: University;The Universim
Armored Core;Greed Corp
None;GALAK-Z
None;Ultratron
Disney Universe;Reprisal Universe
None;Interplanetary
None;Eufloria HD
None;Capsized
None;Super Time Force Ultra
Zoids Assault;Droid Assault
None;Tales from Space Mutant Blobs Attack
None;Wizorb
None;Gateways
Tetris Attack;Titan Attacks
Star Ocean;Steel Ocean
Might & Magic: Clash of Heroes;Might & Magic Duel of Champions
Clash of the Titans;Flight of the Icarus
Shadowrun;Shadowrun Hong Kong
Assassin's Creed Syndicate;Assassin's Creed Syndicate
Dead Rising 2: Off the Record;Dead Rising 2 Off the Record
Wolfenstein: The Old Blood;Wolfenstein The Old Blood 
The Bard's Tale;The Bard's Tale
Ocean Commander;Aeon Command
Tropico 3: Gold Edition;SpellForce 2 Gold Edition
Demigod;Demigod
None;HIT
The Amazing Spider-Man 2 (2014);The Amazing Spider-Man
F1 2010;F1 2010
Star Wars: The Force Unleashed II;Star Wars The Force Unleashed II
None;Patch testing for Chivalry
None;Apotheon
None;Global Agenda - Beta
None;Nux
None;Anoxemia
Rock Revolution;Robot Rescue Revolution
None;Ionball 2  Ionstorm
Quest 64;QuestRun
None;SUPER DISTRO
Spyborgs;Skyborn
Dark Angel: Vampire Apocalypse;Ravaged Zombie Apocalypse
Drone Tactics;Ironclad Tactics
None;BEEP
The Shoot;Not The Robots
Enemy Front;Enemy Mind
Platypus;Platypus II
None;Coffin Dodgers
None;Beatbuddy Tale of the Guardians
None;Humanity Asset
The Adventures of Darwin;The Incredible Adventures of Van Helsing II
Warhammer 40,000: Dawn of War II - Retribution;Warhammer 40,000 Dawn of War - Game of the Year Edition
Heavy Fire: Afghanistan;Heavy Fire Afghanistan
F-Zero GX;Zero Gear
None;Kidnapped
Dungeon Defenders;Prime World Defenders
Alien Breed Trilogy;Alien Breed Impact
None;Chip
Keystone Kapers;Canyon Capers
None;KickBeat Steam Edition
None;Anna - Extended Edition
None;The Culling Of The Cows
Battle Stations;Battlepaths
None;Tetrobot and Co.
Dead to Rights;Card City Nights
Blood Bowl;Blood of Old
Spice World;Sine Mora
Deus Ex: The Conspiracy;Deus Ex The Fall
None;Uriel's Chasm
SimCity 4: Deluxe Edition;RADical ROACH Deluxe Edition
Mechanic Escape;Mechanic Escape
Chaos Legion;The Chaos Engine
The Inner World;The Inner World
None;Grimm
Race Pro;Racer 8
Memories Off: Sorekara Again;Memories of a Vagabond
None;Full Mojo Rampage
Ocean Commander;Cargo Commander
None;Blaster Shooter GunGuy!
Surfing H3O;Superfrog HD
None;Swipecart
Dragon Age: Origins;Dragon Age Origins Character Creator
Tekken 3D: Prime Edition;Teleglitch Die More Edition
None;Anomaly Korea
Super Batter Up;Super Splatters
Wing Island;Wickland
Wasteland 2;Wasteland Angel
Timmy Time;Toast Time
Tobal 2;Anomaly 2
Starhawk;Shank
None;ArcaniA
Sins of a Solar Empire;Sins of a Dark Age
Formula 1;Formula Fusion
Might & Magic: Clash of Heroes;Might & Magic Clash of Heroes
None;GTR 2 - FIA GT Racing Game
Grand Ages: Medieval;Grand Ages Medieval
Gears of War;March of War
Nobunaga's Ambition: Sphere of Influence;NOBUNAGA'S AMBITION Sphere of Influence
Stuart Little 2;Star Ruler 2
Age of Empires Online;Age of Empires Online
G.I. Joe: The Rise of Cobra;Hegemony Rome The Rise of Caesar
None;FX Football - The Manager for Every Football Fan
Folklore;Folk Tale
Cities in Motion;Cities in Motion 2
Guild Wars;Gemini Wars
None;Hegemony Philip of Macedon
Act of Aggression;Act of Aggression
The Witcher: Enhanced Edition;Sword of the Stars II Enhanced Edition
Face Training;FaceRig
None;Distant Star Revenant Fleet
City Life: World Edition;Cities XL - Limited Edition
None;Armada 2526
Logic Machines;The Political Machine
Port Royale 3;Port Royale 3
Hotel Giant 2;Industry Giant 2
RollerCoaster Tycoon 3: Platinum;Railroad Tycoon 2 Platinum
Lara Croft Tomb Raider: The Angel of Darkness;Tomb Raider (VI) The Angel of Darkness
Pirates of the Burning Sea;The Guild II - Pirates of the European Seas
None;Grim Fandango Remastered
Gears of War;Layers of Fear
Dream Salon;Dream
None;Robot Roller-Derby Disco Dodgeball
Murder in Venice;Murder Miners
None;Fork Parker's Holiday Profit Hike
Section 8;Section 8 Prejudice
Sid Meier's Civilization IV;Sid Meier's Civilization IV Warlords
Civilization II;Pre-Civilization Marble Age
London 2012: The Official Video Game of the Olympic Games;London 2012 The Official Video Game of the Olympic Games
Deathtrap Dungeon;Desktop Dungeons
None;The Escapists The Walking Dead
None;Fahrenheit Indigo Prophecy Remastered
Pool Party;Pool Nation
Guilty Gear;Orbital Gear
None;Electronic Super Joy Groove City
None;TerraTech
Company of Heroes;City of Heroes
Dead or Alive;I Am Alive
Serious Sam: Next Encounter;Serious Sam Classic The Second Encounter
None;Commandos Behind Enemy Lines
Serious Sam II;Serious Sam Double D XXL
F1 2015;F1 2015
None;Epigenesis
Sacred Gold;Sacred Citadel
Farming Simulator 2015;Construction-Simulator 2015
Stronghold Legends;Stronghold Legends
Dragon Age II;Dragon Age II
Majesty 2 Collection;Majesty 2
Pirates: The Legend of Black Kat;Pirates of Black Cove
Brothers in Arms: Hell's Highway;Brothers in Arms Hell's Highway
F1 2011;F1 2011
Beamrider;BeamNG.drive
Pro Race Driver;Zombie Driver
Emergency 2012;Emergency 2014
None;Unmechanical
Combat;Combat Arms
None;Magicka Wizards of the Square Tablet
Truck Racer;Duck Game
Cube;Cubemen
The Thing;The Baconing
Spore Creatures;Gumboy Crazy Features
Wild 9;Pid 
X-Plane 10 Global;X-Plane 10 Global - 64 Bit
BurgerTime;Burgers
None;Grimoire Manastorm
Tales of Symphonia;Color Symphony
Buck Bumble;Rustbucket Rumble
Syberia;Syberia 2
Gex;Greyfox
Devil's Third;Devils Share
None;Super Hipster Lumberjack
None;Bloons TD5
None;Echo of Soul
None;Snuggle Truck
Gunship;Gunscape
Age of Empires Online;Dream Of Mirror Online
None;Gothic 3 Forsaken Gods Enhanced Edition
Return to Castle Wolfenstein: Tides of War;Return to Castle Wolfenstein
Doctor Who: Return to Earth;Doctor Who The Eternity Clock
None;GameGuru
Kingdom Hearts 358/2 Days;Kingdom Wars 2 Battles
None;Esenthel Engine
Anno 2205;Anno 1404
Men of War;Men of War Red Tide
Theatre Of War;Theatre of War
None;Real Warfare
The LEGO Movie Videogame;The LEGO Movie - Videogame
The Misadventures of Tron Bonne;The Adventures of Mr. Bobley
None;F.E.A.R. Extraction Point
None;Painkiller Recurring Evil
Casper;Chaser
Quake 4;Quake 4
Tropico 5;Tropico
Cabela's North American Adventures;Cabela's African Adventures
Saints Row: Gat out of Hell;Saints Row Gat out of Hell
Wolfenstein: The New Order;Wolfenstein The New Order German Edition
Sacred 3;Sacred 3
Balloon Fight;Blood Knights
Final Fight;Daylight
None;Guns'N'Zombies
Dungeons & Dragons Heroes;Dungeons & Dragons Online
None;Basement
Rise of the Kasai;Rise of Venice
Disciples III: Renaissance;Disciples III Reincarnation
None;Copa Petrobras de Marcas
Front Mission Evolved;Front Mission Evolved
Quake;Quake
None;Dwarfs!?
None;Madballs in...Babo Invasion
Tetris Ultimate;The Ultimate DOOM
Pro Pinball: Big Race USA;SlamIt Pinball Big Score
Star Wars: Dark Forces;Star Wars Jedi Knight Dark Forces II
Underground Pool;Descent Underground
Headhunter: Redemption;Painkiller Redemption
None;Total Annihilation
Final Doom;Final DOOM
DiRT;DiRT
None;Lineage II
Fairy Fencer F;Fairy Fencer F
Dead or Alive 5;Dead or Alive 5 Last Round
None;Fairy Bloom Freesia
None;Cherry Tree High I! My! Girls!
None;Cherry Tree High Comedy Club
None;Starseed Pilgrim
Borderlands 2;Borderlands 2 RU
Geometry Wars: Galaxies;Geometry Wars Retro Evolved
X-Men: The Official Game;MXGP - The Official Motocross Videogame
Enemy Territory: Quake Wars;Enemy Territory Quake Wars
Wallace & Gromit in Project Zoo;Wallace & Gromit Ep 2 The Last Resort
Wallace & Gromit in Project Zoo;Wallace & Gromit Ep 3 Muzzled!
None;Sam & Max 202 Moai Better Blues
None;Sam & Max 205 What's New Beelzebub?
Wallace & Gromit: Curse of the Were-Rabbit;Wallace & Gromit Ep 4 The Bogey Man
Sam & Max: Season One;Sam & Max 201 Ice Station Santa
Sam & Max: Season One;Sam & Max 301 The Penal Zone
Rugby League Team Manager 2015;Rugby League Team Manager 2015
None;Arma 2 British Armed Forces
MLB Front Office Manager;MLB Front Office Manager
Battle Fantasia;Battle for Graxia
None;PAYDAY The Web Series - Episode 1
Guilty Gear X2 #Reload;Guilty Gear X2 #Reload
Ratchet & Clank Collection;Lakeview Cabin Collection
Age of Empires Online;White Noise Online
IL-2 Sturmovik: 1946;IL-2 Sturmovik 1946
Blazing Heroes;Fingerbones
None;Shadowgrounds Survivor
Star Soldier;Star Wolves
None;STARWHAL
God of War: Ascension;TowerFall Ascension
None;The Hat Man Shadow Ward
Spore Hero Arena;Apotheon Arena
Euro Truck Simulator;Euro Truck Simulator
None;WTFast Gamers Private Network (GPN)
None;Saints Row IV Inauguration Station
Cube;CubeGun
Ragnarok DS;Ragnarok
None;3089 -- Futuristic Action RPG
Speedball 2100;Speedball 2 HD
PixelJunk Monsters Deluxe;PixelJunk Monsters Ultimate
None;Victim of Xen
Combat Flight Simulator 3: Battle for Europe;Cossacks II Battle for Europe
Adventure;Overture
None;Loadout Campaign Beta
DC Universe Online;Chaos Heroes Online
Survivor;Survivalist
None;All Is Dust
The Darkness;Castle In The Darkness
Deadly Duck;Deadly 30
Metroid Prime Hunters;Akaneiro Demon Hunters
Sonic Heroes;Second Chance Heroes
RealSports Tennis;Weapons Genius
Iron Storm;ShootMania Storm
None;Bridge Constructor
None;Armikrog
Dead Island;Hardland
NiGHTS into dreams...;NiGHTS into Dreams...
DuckTales: Remastered;DuckTales Remastered
CT Special Forces;Special Forces Team X
Pro Evolution Soccer 2016;Pro Evolution Soccer 2016
Emergency 2012;Emergency 2012
Coded Arms;Call to Arms
Cities XL 2011;Cities XL 2011
Monster Hunter Tri;theHunter Primal
Warhammer 40,000: Dawn of War: Soulstorm;Warhammer 40,000 Dawn of War  Soulstorm
Secrets of the Titanic;Dive to the Titanic
Terminator Salvation;Terminator Salvation
Cabela's Trophy Bucks;Cabelas Trophy Bucks
Emergency 2012;Emergency 2013
None;Saw
Command & Conquer 3: Tiberium Wars;Command and Conquer 3 Tiberium Wars
Cossacks: European Wars;Cossacks II Napoleonic Wars
Empire Deluxe;Zuma Deluxe
World in Conflict;World in Conflict
Warhammer 40,000: Dawn of War;Warhammer 40,000 Dawn of War  Winter Assault
Dungeons & Dragons Heroes;Dungeons & Dragons Daggerdale
Unreal Tournament 2004;Unreal Tournament 2004
Command & Conquer 3: Kane's Wrath;Command and Conquer 3 Kane's Wrath
Eternal Ring;Eternal Silence
Just In Time Translations;Missing Translation
Battle Stations;Battle Battalions
None;THE KING OF FIGHTERS 2002 UNLIMITED MATCH
None;THE KING OF FIGHTERS '98 ULTIMATE MATCH FINAL EDITION
None;Spore Creepy & Cute Parts Pack
None;Ampu-Tea
Max Payne;Max Payne
Rome: Total War - Gold Edition;MEDIEVAL Total War - Gold Edition
Platypus;Platypus
Disney Infinity;Strike Suit Infinity
Cossacks: European Wars;Cossacks European Wars
None;Stealth Bastard Deluxe
Knights of Honor;Knights of Honor
Virtua Tennis 4;Virtua Tennis 4
None;Ring Runner Flight of the Sages
Dawn of Discovery;Dawn of Discovery - Venice
None;Patrician IV Rise of a Dynasty
State of Decay;State of Decay Year-One
None;Pandora First Contact
Patrician IV;Patrician III
Nights of Azure;Light of Altair
GT64 Championship Edition;PAC-MAN Championship Edition DX+
Patrician IV: Gold Edition;Patrician IV Steam Special Edition
STORM: Frontline Nation;STORM Frontline Nation
Fading Shadows;Running Shadow
None;NEKOPARA Vol. 1
None;Go! Go! Nippon! ~My First Trip to Japan~
None;If My Heart Had Wings
None;Damned
Disney Infinity 3.0;Disney Infinity 3.0 Play Without Limits
None;Back to Dinosaur Island 
Revolution X;Revolution Ace
NBA 2K13;NBA 2K13
Airport Simulator;Skyscraper Simulator
None;Automation - The Car Company Tycoon Game
Lunar Knights;Lunar Flight
Kao Challengers;Mars Colony Challenger
None;Universe Sandbox 
Kinetica;Kinetic Void
The Fifth Element;The Fifth Day
None;Day One Garry's Incident
None;Keep Talking and Nobody Explodes
Daniel X: The Ultimate Power;Trine 3 The Artifacts of Power
Adventures of Tron;Adventures of Shuggy
Jurassic Park: The Game;Jurassic Park The Game
F1 Race Stars;F1 Race Stars
None;WARP
The Amazing Spider-Man 2 (2014);The Amazing Spider-Man 2
None;Bob Came in Pieces
None;Sideway
Darkspore;Darkspore
None;Lucidity
R.U.S.E.;Q.U.B.E.
None;inMomentum
The Thing;The Yawhg
Theme Park;The Path
Geist;Gish
Flight Control Rocket;Flight Control HD
Aqua Aqua;Aquaria
Dawn of Heroes;Bunch Of Heroes
None;Assault Android Cactus
Famista Returns;Karos Returns
Silent Hunter III;Silent Hunter III
None;Foosball - Street Edition
TimeShift;KnightShift
Urban Chaos;Grand Chase
International Soccer;International Snooker
None;Zack Zero
Dave Mirra Freestyle BMX;Urban Trial Freestyle
None;Unreal Tournament Game of the Year Edition
Freedom Wars;Freedom Force
None;Boson X
Test Drive;H1Z1 Test Server
007: Quantum of Solace;Quantum of Solace
Sports Collection;Space Quest Collection
Dreamfall: The Longest Journey;Dreamfall The Longest Journey
Grand Theft Auto 2;Grand Theft Auto 2
NeverDead;Nevermind
None;A Story About My Uncle
None;CRYENGINE
None;Rexaura
None;Perpetuum
None;Dogs of War Online - Beta
Mafia;Mafia
Dead in the Water;Vlad the Impaler
Pocket Fighter;DogFighter
None;Take Command Second Manassas
Blades of Time;Blades of Time
Kessen II;HeXen II
Test Drive Unlimited;Alien Rage - Unlimited
Air Raid;Pyramid Raid
None;Frozen Free Fall Snowball Fight
From The Abyss;From The Depths
Shattered Union;Shattered Horizon
None;TIS-100
None;Ubersoldier II
Pro Cycling Manager 2016;Pro Cycling Manager 2013
Cosmos Chaos!;Cosmophony
None;Arma 2 Free
Deadly Premonition;Deadly Premonition The Director's Cut
None;Dangerous High School Girls in Trouble!
None;C9
Jade Empire;Immortal Empire
RPG Maker;RPG MO
Prince of Persia: Warrior Within;Prince of Persia Warrior Within
None;12 Labours of Hercules III Girl Power
Haven: Call of the King;Hero of the Kingdom
None;Kyn
Saturn Bomberman;Burn Zombie Burn
None;All Zombies Must Die!
None;Beware Planet Earth
None;The Marvellous Miss Take
Eternal Sonata;Eternal Senia
None;Avernum Escape From the Pit
Rock of the Dead;Choice of the Deathless
The 7th Guest;The 7th Guest
Dungeons;Dungeons 2
None;Ravensword Shadowlands
Warhammer 40,000: Fire Warrior;Warhammer 40,000 Kill Team
Virtual Villagers: A New Home;Virtual Villagers A New Home
UK Truck Simulator;Scania Truck Driving Simulator
Wing Arms;Waking Mars
None;Mitsurugi Kamui Hikae
NHL FaceOff 99;MoW Face Off XL
Revolution X;Evolution RTS
Theatre Of War;Theatre of War 2 Africa 1943
Theatre Of War;Theatre of War 2 Kursk 1943 
Supreme Ruler: Cold War;Supreme Ruler Cold War
Bust-A-Move 4;Build-A-Lot 4
Demon Gaze 2;Democracy 2
Hotel Giant 2;Hotel Giant 2
None;Comanche 4
None;Build-A-Lot
Rise of Nations;Pride of Nations
None;Build-A-Lot 2
None;Iron Warriors T-72 Tank Command
Professional Farmer 2016;Professional Farmer 2014
Petz: Horsez 2;Petz Horsez 2
Disney Universe;Distant Worlds Universe
Zombie Hunters 2;Zombie Shooter 2
Silverlicious;Silverfall
Psychonauts;Rigonauts
Dead or Alive;Defend Your Life
